LoanID,DisbursedAmount,TermMonths,InterestRate,AnnualTurnover,DSCR,BureauScore,Sector,CollateralValue,PastDelinquencies,YearsInBusiness,LoanPurpose,State,ProprietorGender,MonthsOnBook,Defaulted
MSME102773,1135000.0,36,17.35,5569000.0,2.7,701,Construction,1784000.0,0,6.0,Refinance existing high-interest debt and consolidate dues,Uttar Pradesh,Male,24,0
MSME102774,981000.0,36,13.78,4175000.0,1.81,698,Logistics,1229000.0,2,3.5,Upgrade delivery fleet and cold-storage units,Tamil Nadu,Male,33,0
MSME102775,156000.0,36,14.12,347000.0,0.54,712,Logistics,193000.0,0,4.6,Emergency funds after delayed receivables from buyers,Uttar Pradesh,Female,50,1
MSME102776,695000.0,36,16.7,3058000.0,2.74,638,Retail Trade,671000.0,0,1.9,Bridge a seasonal cash crunch ahead of festival demand,West Bengal,Male,7,0
MSME102777,887000.0,24,10.78,3472000.0,1.97,682,Construction,1341000.0,1,3.0,Working capital for raw material procurement,Karnataka,Male,2,0
MSME102778,409000.0,84,9.94,1378000.0,1.38,709,Logistics,95000.0,1,7.4,Bridge a seasonal cash crunch ahead of festival demand,Gujarat,Female,34,0
MSME102779,721000.0,24,16.3,2592000.0,1.45,560,Agriculture,500000.0,0,5.0,Purchase of new machinery to expand production capacity,Kerala,Male,21,1
MSME102780,464000.0,60,14.27,2758000.0,2.21,677,Retail Trade,762000.0,0,5.2,Working capital for raw material procurement,Uttar Pradesh,Female,53,0
MSME102781,761000.0,60,12.52,3017000.0,0.32,859,Manufacturing,790000.0,0,2.1,Bridge a seasonal cash crunch ahead of festival demand,Karnataka,Male,9,0
MSME102782,923000.0,36,10.35,2015000.0,3.36,798,Food Processing,1484000.0,0,9.9,Refinance existing high-interest debt and consolidate dues,Tamil Nadu,Male,43,0
MSME102783,798000.0,24,11.34,1421000.0,1.51,722,Retail Trade,967000.0,1,3.9,Working capital for raw material procurement,Punjab,Male,1,0
MSME102784,651000.0,48,11.13,1408000.0,1.04,703,Retail Trade,626000.0,2,3.4,Working capital for raw material procurement,Punjab,Female,53,0
MSME102785,157000.0,12,10.47,894000.0,1.51,623,Manufacturing,193000.0,0,1.9,Emergency funds after delayed receivables from buyers,Punjab,Male,44,0
MSME102786,548000.0,24,13.54,2368000.0,1.11,856,Construction,562000.0,1,11.4,Working capital for raw material procurement,Maharashtra,Male,8,0
MSME102787,313000.0,60,16.58,477000.0,2.75,609,Manufacturing,112000.0,0,3.7,Purchase of new machinery to expand production capacity,West Bengal,Male,10,0
MSME102788,483000.0,24,14.13,914000.0,1.18,708,Construction,558000.0,1,3.6,Upgrade delivery fleet and cold-storage units,Tamil Nadu,Male,2,0
MSME102789,235000.0,24,14.17,950000.0,0.79,679,IT Services,387000.0,0,8.9,Purchase of new machinery to expand production capacity,Punjab,Female,54,0
MSME102790,652000.0,12,10.12,1203000.0,1.34,675,Retail Trade,1052000.0,0,4.5,Refinance existing high-interest debt and consolidate dues,Kerala,Male,9,0
MSME102791,696000.0,60,14.17,1758000.0,0.73,685,Agriculture,294000.0,2,10.2,Bridge a seasonal cash crunch ahead of festival demand,Tamil Nadu,Female,45,1
MSME102792,201000.0,24,8.36,553000.0,0.91,624,Construction,77000.0,2,7.5,Upgrade delivery fleet and cold-storage units,Maharashtra,Male,32,1
MSME102793,842000.0,36,11.33,4493000.0,1.7,722,Logistics,262000.0,1,2.2,Bridge a seasonal cash crunch ahead of festival demand,Tamil Nadu,Male,36,0
MSME102794,633000.0,60,11.24,1364000.0,3.08,655,Construction,497000.0,3,2.5,Expand textile weaving unit with additional looms,Punjab,Male,10,0
MSME102795,1510000.0,24,12.76,4844000.0,2.44,792,Construction,2510000.0,0,8.6,Refinance existing high-interest debt and consolidate dues,Karnataka,Male,14,0
MSME102796,934000.0,60,16.31,2241000.0,2.1,701,Food Processing,1028000.0,1,3.5,Bridge a seasonal cash crunch ahead of festival demand,Kerala,Female,41,0
MSME102797,331000.0,12,13.74,791000.0,1.93,681,Construction,448000.0,2,10.0,Emergency funds after delayed receivables from buyers,West Bengal,Female,26,0
MSME102798,553000.0,24,15.94,1127000.0,2.17,695,Retail Trade,994000.0,2,3.4,Purchase of new machinery to expand production capacity,Kerala,Male,6,0
MSME102799,243000.0,48,11.13,1009000.0,0.98,617,Retail Trade,68000.0,1,2.4,Working capital for raw material procurement,Kerala,Male,48,0
MSME102800,891000.0,36,15.93,4503000.0,0.48,713,Food Processing,1413000.0,1,2.9,Upgrade delivery fleet and cold-storage units,Kerala,Male,47,1
MSME102801,1028000.0,36,8.64,6073000.0,0.76,768,Manufacturing,770000.0,0,3.6,Purchase of new machinery to expand production capacity,Uttar Pradesh,Female,56,0
MSME102802,813000.0,12,10.65,2980000.0,3.05,593,Construction,1170000.0,0,6.8,Purchase of new machinery to expand production capacity,Uttar Pradesh,Male,55,0
MSME102803,853000.0,36,12.03,1670000.0,1.79,690,IT Services,519000.0,0,2.3,Expand textile weaving unit with additional looms,Tamil Nadu,Female,51,0
MSME102804,654000.0,48,14.49,1280000.0,0.62,692,IT Services,672000.0,0,7.9,Refinance existing high-interest debt and consolidate dues,Gujarat,Male,50,1
MSME102805,290000.0,84,14.1,945000.0,1.46,652,Manufacturing,318000.0,0,2.1,Working capital for raw material procurement,Kerala,Male,10,0
MSME102806,448000.0,48,13.4,865000.0,2.82,689,Retail Trade,182000.0,0,7.2,Expand textile weaving unit with additional looms,Kerala,Male,33,0
MSME102807,445000.0,60,15.56,1446000.0,0.33,687,Retail Trade,329000.0,0,2.7,Bridge a seasonal cash crunch ahead of festival demand,Tamil Nadu,Male,18,1
MSME102808,896000.0,48,14.46,1947000.0,0.73,716,Food Processing,1217000.0,2,3.9,Refinance existing high-interest debt and consolidate dues,Tamil Nadu,Female,17,1
MSME102809,80000.0,36,8.05,387000.0,0.93,745,Retail Trade,71000.0,0,0.8,Expand textile weaving unit with additional looms,Maharashtra,Female,49,0
MSME102810,417000.0,24,15.86,1724000.0,1.6,693,Manufacturing,422000.0,0,4.2,Upgrade delivery fleet and cold-storage units,Tamil Nadu,Female,45,0
MSME102811,726000.0,24,15.75,2841000.0,2.11,601,Manufacturing,738000.0,1,13.2,Bridge a seasonal cash crunch ahead of festival demand,Kerala,Male,9,0
MSME102812,246000.0,48,11.47,1205000.0,1.11,715,Textiles,304000.0,0,6.5,Purchase of new machinery to expand production capacity,Karnataka,Female,27,0
MSME102813,428000.0,24,16.99,1291000.0,1.81,560,Manufacturing,339000.0,0,4.5,Refinance existing high-interest debt and consolidate dues,Tamil Nadu,Male,51,1
MSME102814,2307000.0,36,11.07,5535000.0,3.26,604,IT Services,3822000.0,0,1.5,Purchase of new machinery to expand production capacity,Punjab,Male,32,0
MSME102815,851000.0,24,16.5,3368000.0,0.59,647,Retail Trade,887000.0,0,4.9,Purchase of new machinery to expand production capacity,West Bengal,Male,43,0
MSME102816,461000.0,36,11.47,2042000.0,2.11,805,Construction,352000.0,0,10.9,Open a second retail outlet in the district,Gujarat,Female,55,0
MSME102817,1107000.0,12,17.07,3147000.0,1.27,656,IT Services,1947000.0,2,3.2,Emergency funds after delayed receivables from buyers,Kerala,Male,41,0
MSME102818,343000.0,24,12.98,1763000.0,1.04,681,Retail Trade,553000.0,0,3.4,Working capital for raw material procurement,Maharashtra,Female,59,0
MSME102819,2438000.0,48,12.46,11063000.0,1.16,666,Manufacturing,2864000.0,0,1.8,Upgrade delivery fleet and cold-storage units,West Bengal,Male,32,0
MSME102820,1060000.0,36,13.41,4248000.0,1.04,715,Manufacturing,1696000.0,0,2.6,Open a second retail outlet in the district,Karnataka,Male,23,0
MSME102821,1024000.0,84,14.46,3454000.0,0.96,732,Agriculture,409000.0,0,8.1,Upgrade delivery fleet and cold-storage units,Uttar Pradesh,Male,16,0
MSME102822,764000.0,36,12.12,1185000.0,1.55,716,Retail Trade,1293000.0,2,5.2,Emergency funds after delayed receivables from buyers,West Bengal,Female,12,0
MSME102823,181000.0,12,12.24,754000.0,2.01,728,Food Processing,87000.0,0,9.1,Purchase of new machinery to expand production capacity,Uttar Pradesh,Female,38,0
MSME102824,990000.0,36,15.15,5352000.0,1.82,620,Retail Trade,593000.0,0,2.1,Expand textile weaving unit with additional looms,West Bengal,Male,27,1
MSME102825,341000.0,36,10.43,1043000.0,0.3,634,Retail Trade,297000.0,0,10.0,Purchase of new machinery to expand production capacity,Punjab,Female,50,1
MSME102826,209000.0,60,11.65,1158000.0,0.84,608,Construction,189000.0,0,6.7,Expand textile weaving unit with additional looms,Tamil Nadu,Male,3,1
MSME102827,286000.0,36,14.7,896000.0,1.87,669,Retail Trade,306000.0,0,5.0,Bridge a seasonal cash crunch ahead of festival demand,Tamil Nadu,Female,42,0
MSME102828,1325000.0,60,11.44,6539000.0,2.09,756,IT Services,1273000.0,4,8.9,Bridge a seasonal cash crunch ahead of festival demand,Karnataka,Female,50,0
MSME102829,634000.0,36,12.16,2739000.0,1.35,652,Manufacturing,527000.0,0,5.3,Upgrade delivery fleet and cold-storage units,Gujarat,Male,36,1
MSME102830,754000.0,24,15.88,4062000.0,0.31,717,Manufacturing,153000.0,0,3.7,Working capital for raw material procurement,Kerala,Male,38,1
MSME102831,307000.0,24,10.74,1596000.0,0.3,624,Food Processing,483000.0,0,5.1,Purchase of new machinery to expand production capacity,Kerala,Female,31,0
MSME102832,391000.0,84,12.15,724000.0,3.06,672,Retail Trade,646000.0,1,15.5,Refinance existing high-interest debt and consolidate dues,Karnataka,Male,3,0
MSME102833,782000.0,48,13.83,4669000.0,0.44,674,Textiles,316000.0,2,9.8,Expand textile weaving unit with additional looms,Gujarat,Male,14,1
MSME102834,451000.0,48,11.45,1232000.0,1.46,742,Agriculture,325000.0,0,3.0,Refinance existing high-interest debt and consolidate dues,Gujarat,Male,32,1
MSME102835,826000.0,24,13.84,2132000.0,1.9,644,Retail Trade,1236000.0,2,2.2,Purchase of new machinery to expand production capacity,Tamil Nadu,Male,29,0
MSME102836,865000.0,60,11.64,4301000.0,0.85,704,IT Services,205000.0,0,4.9,Bridge a seasonal cash crunch ahead of festival demand,Uttar Pradesh,Male,32,0
MSME102837,351000.0,36,10.89,1132000.0,1.1,762,Manufacturing,365000.0,0,3.4,Working capital for raw material procurement,Uttar Pradesh,Male,44,0
MSME102838,774000.0,36,18.56,2228000.0,0.62,587,Manufacturing,521000.0,1,5.8,Refinance existing high-interest debt and consolidate dues,Punjab,Male,5,1
MSME102839,1704000.0,12,14.39,4322000.0,0.55,758,Food Processing,616000.0,1,4.3,Working capital for raw material procurement,Tamil Nadu,Female,43,1
MSME102840,312000.0,36,10.71,1041000.0,2.23,636,Construction,336000.0,1,3.4,Refinance existing high-interest debt and consolidate dues,Kerala,Male,56,0
MSME102841,157000.0,36,11.83,636000.0,1.86,764,Food Processing,81000.0,2,4.4,Upgrade delivery fleet and cold-storage units,Tamil Nadu,Female,29,0
MSME102842,1304000.0,36,14.99,5417000.0,1.18,784,Retail Trade,1998000.0,0,2.4,Refinance existing high-interest debt and consolidate dues,Karnataka,Female,30,0
MSME102843,2211000.0,36,14.91,10507000.0,0.76,715,Manufacturing,1208000.0,1,3.0,Expand textile weaving unit with additional looms,Maharashtra,Male,52,0
MSME102844,600000.0,12,13.96,1476000.0,0.3,661,Food Processing,670000.0,0,1.9,Open a second retail outlet in the district,Uttar Pradesh,Male,49,1
MSME102845,594000.0,24,13.6,3502000.0,0.95,737,Agriculture,304000.0,0,4.6,Purchase of new machinery to expand production capacity,Uttar Pradesh,Male,18,0
MSME102846,783000.0,36,14.02,3198000.0,0.5,678,Construction,1236000.0,2,5.3,Expand textile weaving unit with additional looms,Maharashtra,Male,32,1
MSME102847,563000.0,24,13.74,1494000.0,0.69,563,Food Processing,577000.0,0,4.8,Open a second retail outlet in the district,Punjab,Female,10,1
MSME102848,227000.0,36,15.79,356000.0,1.02,700,Construction,73000.0,0,7.1,Upgrade delivery fleet and cold-storage units,West Bengal,Male,35,0
MSME102849,769000.0,60,12.23,2476000.0,0.52,700,Textiles,1276000.0,1,5.8,Working capital for raw material procurement,Karnataka,Male,56,1
MSME102850,388000.0,36,8.53,677000.0,1.51,574,Logistics,394000.0,0,9.5,Emergency funds after delayed receivables from buyers,Maharashtra,Female,57,0
MSME102851,1163000.0,36,11.55,3487000.0,2.85,809,IT Services,438000.0,0,5.3,Expand textile weaving unit with additional looms,Uttar Pradesh,Male,31,0
MSME102852,606000.0,12,14.77,3126000.0,1.56,643,Textiles,839000.0,0,9.4,Bridge a seasonal cash crunch ahead of festival demand,Punjab,Female,47,1
MSME102853,1147000.0,36,12.71,4016000.0,1.33,712,Food Processing,653000.0,0,16.3,Purchase of new machinery to expand production capacity,Maharashtra,Male,16,0
MSME102854,163000.0,36,14.79,951000.0,1.26,637,Retail Trade,168000.0,0,4.0,Bridge a seasonal cash crunch ahead of festival demand,Tamil Nadu,Female,29,1
MSME102855,483000.0,36,12.25,1989000.0,1.44,642,IT Services,666000.0,0,8.0,Upgrade delivery fleet and cold-storage units,West Bengal,Female,40,0
MSME102856,481000.0,36,12.25,2147000.0,0.78,778,Manufacturing,775000.0,0,5.7,Working capital for raw material procurement,Kerala,Male,49,1
MSME102857,413000.0,24,14.81,1531000.0,1.49,622,IT Services,542000.0,1,8.3,Upgrade delivery fleet and cold-storage units,Gujarat,Female,27,0
MSME102858,991000.0,24,12.14,3936000.0,2.76,689,Retail Trade,1473000.0,0,14.4,Working capital for raw material procurement,Tamil Nadu,Female,48,0
MSME102859,1547000.0,48,13.77,8833000.0,0.92,766,Construction,326000.0,1,5.3,Working capital for raw material procurement,Punjab,Female,13,0
MSME102860,528000.0,36,14.16,1641000.0,0.99,659,Food Processing,602000.0,0,3.9,Emergency funds after delayed receivables from buyers,Karnataka,Female,23,1
MSME102861,1374000.0,24,13.87,6731000.0,0.87,680,IT Services,1632000.0,0,7.6,Bridge a seasonal cash crunch ahead of festival demand,Gujarat,Male,49,0
MSME102862,650000.0,24,15.02,1240000.0,1.21,732,Construction,400000.0,0,6.7,Open a second retail outlet in the district,Punjab,Male,27,1
MSME102863,1277000.0,48,14.97,4337000.0,0.59,682,Logistics,1938000.0,1,11.2,Expand textile weaving unit with additional looms,West Bengal,Female,56,0
MSME102864,813000.0,12,18.2,4311000.0,1.58,704,Manufacturing,435000.0,2,0.7,Bridge a seasonal cash crunch ahead of festival demand,Tamil Nadu,Male,51,0
MSME102865,360000.0,12,12.68,941000.0,0.63,682,Retail Trade,409000.0,0,6.3,Expand textile weaving unit with additional looms,Punjab,Male,17,0
MSME102866,487000.0,48,12.21,2293000.0,1.83,572,Logistics,271000.0,0,11.0,Bridge a seasonal cash crunch ahead of festival demand,Tamil Nadu,Female,54,0
MSME102867,203000.0,36,14.4,329000.0,1.52,750,Food Processing,246000.0,4,4.4,Expand textile weaving unit with additional looms,Punjab,Male,28,0
MSME102868,368000.0,36,14.81,1802000.0,1.52,630,Retail Trade,290000.0,1,3.5,Expand textile weaving unit with additional looms,Uttar Pradesh,Female,45,0
MSME102869,912000.0,12,15.64,4360000.0,2.57,781,Retail Trade,493000.0,0,2.0,Purchase of new machinery to expand production capacity,Tamil Nadu,Male,50,0
MSME102870,862000.0,36,9.52,5135000.0,1.08,783,Manufacturing,1069000.0,2,4.0,Bridge a seasonal cash crunch ahead of festival demand,Uttar Pradesh,Male,57,1
MSME102871,249000.0,36,17.52,611000.0,2.1,746,Manufacturing,77000.0,0,1.6,Emergency funds after delayed receivables from buyers,Kerala,Male,15,0
MSME102872,563000.0,24,16.46,1488000.0,0.74,649,IT Services,578000.0,3,0.5,Working capital for raw material procurement,West Bengal,Male,53,0
MSME102873,2203000.0,48,14.77,3745000.0,1.34,629,Manufacturing,3807000.0,0,2.7,Open a second retail outlet in the district,Karnataka,Female,24,0
MSME102874,1058000.0,84,15.81,3127000.0,2.91,670,Food Processing,644000.0,0,7.1,Emergency funds after delayed receivables from buyers,Karnataka,Female,50,0
MSME102875,682000.0,60,11.62,2457000.0,2.51,655,IT Services,172000.0,0,2.8,Upgrade delivery fleet and cold-storage units,Maharashtra,Male,29,0
MSME102876,177000.0,84,14.54,845000.0,1.51,748,Manufacturing,179000.0,0,2.6,Upgrade delivery fleet and cold-storage units,Maharashtra,Male,22,0
MSME102877,408000.0,84,16.69,847000.0,1.44,602,Manufacturing,263000.0,0,5.3,Purchase of new machinery to expand production capacity,Maharashtra,Female,21,0
MSME102878,579000.0,24,14.0,2757000.0,1.21,783,Retail Trade,778000.0,0,6.0,Bridge a seasonal cash crunch ahead of festival demand,Uttar Pradesh,Male,35,0
MSME102879,389000.0,36,15.09,2239000.0,0.97,703,Textiles,600000.0,1,2.0,Working capital for raw material procurement,Tamil Nadu,Male,51,1
MSME102880,708000.0,12,12.96,3070000.0,0.74,611,Textiles,1236000.0,2,10.1,Working capital for raw material procurement,Tamil Nadu,Female,16,0
MSME102881,1818000.0,24,18.99,10221000.0,1.99,752,Logistics,1914000.0,1,2.6,Working capital for raw material procurement,Punjab,Female,34,0
MSME102882,1102000.0,48,13.97,1773000.0,1.61,642,Manufacturing,1860000.0,1,9.3,Bridge a seasonal cash crunch ahead of festival demand,Kerala,Male,24,0
MSME102883,615000.0,24,17.06,988000.0,1.01,569,Retail Trade,455000.0,1,5.5,Open a second retail outlet in the district,Maharashtra,Male,30,1
MSME102884,1773000.0,48,15.16,3783000.0,1.38,779,Retail Trade,864000.0,0,7.4,Upgrade delivery fleet and cold-storage units,Karnataka,Male,5,0
MSME102885,1232000.0,84,16.84,2481000.0,0.75,732,Textiles,348000.0,0,0.3,Bridge a seasonal cash crunch ahead of festival demand,Kerala,Female,34,1
MSME102886,537000.0,60,15.61,2511000.0,1.35,653,Retail Trade,318000.0,0,8.0,Expand textile weaving unit with additional looms,Uttar Pradesh,Male,13,0
MSME102887,1641000.0,24,9.67,7945000.0,2.1,714,Construction,1651000.0,2,4.5,Bridge a seasonal cash crunch ahead of festival demand,Tamil Nadu,Female,56,1
MSME102888,294000.0,60,12.49,507000.0,1.04,709,Food Processing,471000.0,1,7.7,Refinance existing high-interest debt and consolidate dues,Maharashtra,Female,2,1
MSME102889,1178000.0,36,14.59,5450000.0,1.18,671,Construction,480000.0,0,5.4,Refinance existing high-interest debt and consolidate dues,Kerala,Male,39,1
MSME102890,1183000.0,60,11.15,4663000.0,0.63,561,Logistics,1554000.0,2,1.5,Expand textile weaving unit with additional looms,Uttar Pradesh,Male,48,1
MSME102891,513000.0,12,16.69,1692000.0,1.54,543,Manufacturing,222000.0,1,1.4,Refinance existing high-interest debt and consolidate dues,Karnataka,Male,33,1
MSME102892,442000.0,84,11.0,1190000.0,1.17,636,Retail Trade,574000.0,1,3.7,Working capital for raw material procurement,Uttar Pradesh,Male,47,0
MSME102893,304000.0,36,8.98,1515000.0,1.43,655,Construction,538000.0,0,3.4,Working capital for raw material procurement,Kerala,Male,25,1
MSME102894,648000.0,36,12.35,1490000.0,1.8,702,Food Processing,530000.0,1,9.1,Emergency funds after delayed receivables from buyers,West Bengal,Male,22,0
MSME102895,1093000.0,12,14.54,1855000.0,1.58,764,Retail Trade,1009000.0,0,0.7,Open a second retail outlet in the district,Uttar Pradesh,Male,7,0
MSME102896,645000.0,48,13.65,1413000.0,0.92,716,Food Processing,240000.0,0,7.6,Purchase of new machinery to expand production capacity,Maharashtra,Female,8,0
MSME102897,401000.0,24,16.12,1825000.0,1.33,756,Manufacturing,349000.0,0,9.5,Purchase of new machinery to expand production capacity,West Bengal,Female,33,0
